split,source_class,class_index,class_name,file_path,file_name,extension,file_size_bytes,is_supported_extension,is_valid_image,is_corrupted,width,height,image_mode,channel_count,status,error_message
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1040.jpeg,cast_ok_0_1040.jpeg,.jpeg,9921,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1066.jpeg,cast_ok_0_1066.jpeg,.jpeg,9736,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1069.jpeg,cast_ok_0_1069.jpeg,.jpeg,9355,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1077.jpeg,cast_ok_0_1077.jpeg,.jpeg,9082,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1088.jpeg,cast_ok_0_1088.jpeg,.jpeg,10258,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1092.jpeg,cast_ok_0_1092.jpeg,.jpeg,10157,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1093.jpeg,cast_ok_0_1093.jpeg,.jpeg,10812,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1095.jpeg,cast_ok_0_1095.jpeg,.jpeg,8879,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1096.jpeg,cast_ok_0_1096.jpeg,.jpeg,9999,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1120.jpeg,cast_ok_0_1120.jpeg,.jpeg,8894,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1121.jpeg,cast_ok_0_1121.jpeg,.jpeg,9006,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1127.jpeg,cast_ok_0_1127.jpeg,.jpeg,10248,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1132.jpeg,cast_ok_0_1132.jpeg,.jpeg,9432,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1134.jpeg,cast_ok_0_1134.jpeg,.jpeg,10406,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1137.jpeg,cast_ok_0_1137.jpeg,.jpeg,9272,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1140.jpeg,cast_ok_0_1140.jpeg,.jpeg,10239,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1141.jpeg,cast_ok_0_1141.jpeg,.jpeg,10220,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1144.jpeg,cast_ok_0_1144.jpeg,.jpeg,9128,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1145.jpeg,cast_ok_0_1145.jpeg,.jpeg,10457,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1160.jpeg,cast_ok_0_1160.jpeg,.jpeg,9153,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1165.jpeg,cast_ok_0_1165.jpeg,.jpeg,8973,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1169.jpeg,cast_ok_0_1169.jpeg,.jpeg,10269,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1170.jpeg,cast_ok_0_1170.jpeg,.jpeg,11040,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1171.jpeg,cast_ok_0_1171.jpeg,.jpeg,9123,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1172.jpeg,cast_ok_0_1172.jpeg,.jpeg,10008,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1173.jpeg,cast_ok_0_1173.jpeg,.jpeg,8427,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1174.jpeg,cast_ok_0_1174.jpeg,.jpeg,10415,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1176.jpeg,cast_ok_0_1176.jpeg,.jpeg,9326,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1180.jpeg,cast_ok_0_1180.jpeg,.jpeg,9737,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1200.jpeg,cast_ok_0_1200.jpeg,.jpeg,10442,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1202.jpeg,cast_ok_0_1202.jpeg,.jpeg,10437,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1203.jpeg,cast_ok_0_1203.jpeg,.jpeg,10132,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1207.jpeg,cast_ok_0_1207.jpeg,.jpeg,9866,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1209.jpeg,cast_ok_0_1209.jpeg,.jpeg,10340,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1210.jpeg,cast_ok_0_1210.jpeg,.jpeg,10133,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1213.jpeg,cast_ok_0_1213.jpeg,.jpeg,10778,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1218.jpeg,cast_ok_0_1218.jpeg,.jpeg,10109,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1315.jpeg,cast_ok_0_1315.jpeg,.jpeg,10072,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1316.jpeg,cast_ok_0_1316.jpeg,.jpeg,8826,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1318.jpeg,cast_ok_0_1318.jpeg,.jpeg,9977,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1323.jpeg,cast_ok_0_1323.jpeg,.jpeg,9249,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1326.jpeg,cast_ok_0_1326.jpeg,.jpeg,10019,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1328.jpeg,cast_ok_0_1328.jpeg,.jpeg,9438,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1331.jpeg,cast_ok_0_1331.jpeg,.jpeg,9908,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1333.jpeg,cast_ok_0_1333.jpeg,.jpeg,10213,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1334.jpeg,cast_ok_0_1334.jpeg,.jpeg,10758,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1343.jpeg,cast_ok_0_1343.jpeg,.jpeg,8946,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1347.jpeg,cast_ok_0_1347.jpeg,.jpeg,9385,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1351.jpeg,cast_ok_0_1351.jpeg,.jpeg,8825,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1368.jpeg,cast_ok_0_1368.jpeg,.jpeg,8957,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1376.jpeg,cast_ok_0_1376.jpeg,.jpeg,10239,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1381.jpeg,cast_ok_0_1381.jpeg,.jpeg,9097,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1382.jpeg,cast_ok_0_1382.jpeg,.jpeg,8753,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1384.jpeg,cast_ok_0_1384.jpeg,.jpeg,9917,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1385.jpeg,cast_ok_0_1385.jpeg,.jpeg,9812,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_14.jpeg,cast_ok_0_14.jpeg,.jpeg,9446,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1415.jpeg,cast_ok_0_1415.jpeg,.jpeg,11008,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1420.jpeg,cast_ok_0_1420.jpeg,.jpeg,9853,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1421.jpeg,cast_ok_0_1421.jpeg,.jpeg,10792,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1426.jpeg,cast_ok_0_1426.jpeg,.jpeg,8866,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1430.jpeg,cast_ok_0_1430.jpeg,.jpeg,9113,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1431.jpeg,cast_ok_0_1431.jpeg,.jpeg,9854,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1438.jpeg,cast_ok_0_1438.jpeg,.jpeg,9058,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_16.jpeg,cast_ok_0_16.jpeg,.jpeg,9206,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1865.jpeg,cast_ok_0_1865.jpeg,.jpeg,10467,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1891.jpeg,cast_ok_0_1891.jpeg,.jpeg,10364,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1925.jpeg,cast_ok_0_1925.jpeg,.jpeg,11558,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_1958.jpeg,cast_ok_0_1958.jpeg,.jpeg,11158,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2012.jpeg,cast_ok_0_2012.jpeg,.jpeg,10535,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2272.jpeg,cast_ok_0_2272.jpeg,.jpeg,11005,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2273.jpeg,cast_ok_0_2273.jpeg,.jpeg,11485,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2286.jpeg,cast_ok_0_2286.jpeg,.jpeg,10979,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2291.jpeg,cast_ok_0_2291.jpeg,.jpeg,11026,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2303.jpeg,cast_ok_0_2303.jpeg,.jpeg,10297,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2311.jpeg,cast_ok_0_2311.jpeg,.jpeg,10430,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2330.jpeg,cast_ok_0_2330.jpeg,.jpeg,9177,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2340.jpeg,cast_ok_0_2340.jpeg,.jpeg,10819,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_235.jpeg,cast_ok_0_235.jpeg,.jpeg,9192,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_238.jpeg,cast_ok_0_238.jpeg,.jpeg,10826,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_239.jpeg,cast_ok_0_239.jpeg,.jpeg,9516,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_246.jpeg,cast_ok_0_246.jpeg,.jpeg,10268,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_259.jpeg,cast_ok_0_259.jpeg,.jpeg,9469,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_268.jpeg,cast_ok_0_268.jpeg,.jpeg,9810,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2686.jpeg,cast_ok_0_2686.jpeg,.jpeg,8976,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2687.jpeg,cast_ok_0_2687.jpeg,.jpeg,9202,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2694.jpeg,cast_ok_0_2694.jpeg,.jpeg,10498,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2698.jpeg,cast_ok_0_2698.jpeg,.jpeg,9386,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2699.jpeg,cast_ok_0_2699.jpeg,.jpeg,8992,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2700.jpeg,cast_ok_0_2700.jpeg,.jpeg,9141,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2707.jpeg,cast_ok_0_2707.jpeg,.jpeg,10061,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2708.jpeg,cast_ok_0_2708.jpeg,.jpeg,9190,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2722.jpeg,cast_ok_0_2722.jpeg,.jpeg,8930,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2724.jpeg,cast_ok_0_2724.jpeg,.jpeg,9132,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2726.jpeg,cast_ok_0_2726.jpeg,.jpeg,9818,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2727.jpeg,cast_ok_0_2727.jpeg,.jpeg,9184,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2729.jpeg,cast_ok_0_2729.jpeg,.jpeg,10470,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2730.jpeg,cast_ok_0_2730.jpeg,.jpeg,9045,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2732.jpeg,cast_ok_0_2732.jpeg,.jpeg,9371,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2737.jpeg,cast_ok_0_2737.jpeg,.jpeg,8901,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2752.jpeg,cast_ok_0_2752.jpeg,.jpeg,8918,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2754.jpeg,cast_ok_0_2754.jpeg,.jpeg,10053,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2755.jpeg,cast_ok_0_2755.jpeg,.jpeg,9873,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2758.jpeg,cast_ok_0_2758.jpeg,.jpeg,9107,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2761.jpeg,cast_ok_0_2761.jpeg,.jpeg,10021,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2765.jpeg,cast_ok_0_2765.jpeg,.jpeg,10018,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2768.jpeg,cast_ok_0_2768.jpeg,.jpeg,10120,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2769.jpeg,cast_ok_0_2769.jpeg,.jpeg,10298,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2784.jpeg,cast_ok_0_2784.jpeg,.jpeg,8915,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2786.jpeg,cast_ok_0_2786.jpeg,.jpeg,9901,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2798.jpeg,cast_ok_0_2798.jpeg,.jpeg,9313,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2801.jpeg,cast_ok_0_2801.jpeg,.jpeg,10823,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2803.jpeg,cast_ok_0_2803.jpeg,.jpeg,9885,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2805.jpeg,cast_ok_0_2805.jpeg,.jpeg,10791,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2807.jpeg,cast_ok_0_2807.jpeg,.jpeg,8826,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2810.jpeg,cast_ok_0_2810.jpeg,.jpeg,9097,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2829.jpeg,cast_ok_0_2829.jpeg,.jpeg,9103,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2831.jpeg,cast_ok_0_2831.jpeg,.jpeg,9328,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2833.jpeg,cast_ok_0_2833.jpeg,.jpeg,10610,True,True,False,300,300,RGB,3,VALID,
test,ok_front,0,NORMAL,data/raw/casting_product_images/casting_data/casting_data/test/ok_front/cast_ok_0_2840.jpeg,cast_ok_0_2840.jpeg,.jpeg,9005,True,True,False,300,300,RGB,3,VALID,
